track_id,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year
7IUl5c6u18rzmyQOblj10T,220160,59,0.703,0.836,5,-4.619,1,0.0283,0.0038799999999999,0.0,0.16,0.552,129.987,3.669333333333333,2011
4iJyoBOLtHqaGxP12qzhQI,198081,99,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.4639999999999999,90.03,3.30135,2021
5hjn1xQQvOXD85j83j7lRr,179400,35,0.708,0.823,11,-5.261,0,0.0508,0.0452,0.000256,0.133,0.1689999999999999,100.055,2.99,2021
2HYvkdq6lpFXkVz9Tfqi8r,243462,79,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,4.0577,2019
1XXimziG1uhM0eDNCZCrUl,156944,89,0.868,0.795,11,-6.044,1,0.2689999999999999,0.0012,0.0193,0.0461,0.8190000000000001,166.0,2.615733333333333,2021
2169IKAivSUUFGcedGASXc,224727,72,0.684,0.79,3,-4.871,0,0.0735,0.0271,0.000371,0.0854,0.5489999999999999,95.083,3.74545,2017
6ic8OlLUNEATToEFU3xmaH,251240,83,0.7879999999999999,0.8440000000000001,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4.187333333333333,2007
5OiLJ8tjUPFiPX2gVM8fxJ,257560,68,0.597,0.517,0,-6.962999999999999,1,0.365,0.179,0.0,0.307,0.412,92.035,4.292666666666666,2009
0ZquDRUoxvC4QXHlBfRePZ,186460,35,0.853,0.667,9,-10.255999999999998,1,0.0823,0.265,0.0003819999999999,0.0819999999999999,0.919,115.992,3.107666666666667,2020
4iSWQ5Eadn5tZvvG9XNzYN,196973,69,0.8170000000000001,0.855,7,-3.282,0,0.244,0.318,0.0,0.0517,0.7829999999999999,104.909,3.2828833333333334,2017
5JTLOTRT5W79DqlBdQuANa,171040,35,0.688,0.862,1,-7.896,1,0.257,0.0377,0.000269,0.0746,0.417,77.514,2.8506666666666667,2021
264XhF2zW8Uc6sxTDLid13,120061,66,0.8640000000000001,0.939,6,-1.122,0,0.185,0.312,0.71,0.1689999999999999,0.373,79.454,2.0010166666666667,2019
0uxSUdBrJy9Un0EYoBowng,220586,82,0.773,0.75,8,-4.009,0,0.1169999999999999,0.109,0.0,0.174,0.7829999999999999,123.426,3.676433333333333,2017
611p4K8eh3YlDLVKIwvNcE,151848,42,0.8640000000000001,0.755,6,-5.372999999999999,0,0.368,0.00263,4.79e-05,0.583,0.685,84.044,2.5308,2020
